55.727532;37.474475;1;1
55.727534999999996;37.474444999999996;2;2
55.727581;37.47399;3;3
55.727607;37.473725;4;4
55.727607;37.473725;5;5
55.727624999999996;37.473528;6;6
55.727647999999995;37.473333;7;7
55.727647999999995;37.473333;8;8
55.727647999999995;37.473333;9;9
55.727647999999995;37.473333;10;10
55.727649;37.473326;11;11
55.727650999999994;37.47331;12;12
55.727658999999996;37.473248999999996;13;13
55.727675;37.473054;14;14
55.727677;37.47295;15;15
55.712654;37.490746;16;16
55.712655;37.490747;17;17
55.70794;37.485133;18;18
55.70794;37.485133;19;19
55.70794;37.485133;20;20
55.70794;37.485129;21;21
55.707936999999994;37.485079999999996;22;22
55.707927;37.484767;23;23
55.707926;37.484735;24;24
55.707926;37.484735;25;25
55.707921999999996;37.484521;26;26
55.707972;37.48388;27;27
55.707988;37.483705;28;28
55.708005;37.483571;29;29
55.70803;37.483421;30;30
55.70804;37.483391;31;31
55.708048;37.483362;32;32
55.708054999999995;37.483329999999995;33;33
55.708059999999996;37.483297;34;34
55.708062999999996;37.483264;35;35
55.708065;37.48323;36;36
55.708065;37.483197;37;37
55.708062999999996;37.483163;38;38
55.708059999999996;37.483131;39;39
55.708054999999995;37.483098;40;40
55.708048;37.483067;41;41
55.70804;37.483036;42;42
55.70803;37.483005999999996;43;43
55.708019;37.482979;44;44
55.708009999999994;37.48296;45;45
55.708006999999995;37.482954;46;46
55.707992999999995;37.482929999999996;47;47
55.707978999999995;37.482907999999995;48;48
55.707963;37.48289;49;49
55.707946;37.482873999999995;50;50
55.707929;37.482859999999995;51;51
55.707910999999996;37.482849;52;52
55.707893;37.482841;53;53
55.707874;37.482836;54;54
55.707854999999995;37.482833;55;55
55.707836;37.482835;56;56
55.707817;37.482836999999996;57;57
55.707798999999994;37.482844;58;58
55.70778;37.482855;59;59
55.707761999999995;37.482867;60;60
55.707634999999996;37.482889;61;61
55.707522;37.482893;62;62
55.707390999999994;37.482881;63;63
55.707367;37.482873;64;64
55.707367;37.482873;65;65
55.707299;37.482851;66;66
55.707217;37.482811;67;67
55.707152;37.482768;68;68
55.707032999999996;37.482676;69;69
55.706678999999994;37.482403;70;70
55.7065;37.482242;71;71
55.706252;37.482005;72;72
55.705887999999995;37.481667;73;73
55.712565999999995;37.491164999999995;74;74
55.712567;37.491166;75;75
55.727624999999996;37.473531;76;76
55.727601;37.47378;77;77
55.727601;37.47378;78;78
55.727581;37.47399;79;79
55.727562999999996;37.474173;80;80
55.727562999999996;37.474173;81;81
55.727562999999996;37.474173;82;82
55.727562999999996;37.474173;83;83
55.727562999999996;37.474176;84;84
55.727534999999996;37.474444999999996;85;85
55.727523;37.474565999999996;86;86
55.727523;37.474565999999996;87;87
55.727478999999995;37.475004999999996;88;88
55.727398;37.475713;89;89
55.6599742477004;37.402385;90;90
55.7193012477004;37.494723;91;91
55.31141404514547;37.0402925;92;92
56.190068045145466;38.2047155;93;93
